Rattings,Review
5,"I have been using this for few months now it works really smooth and fast, despite being wireless you don't feel any lag in sending inputs to machine or neither in connecting, you just slide the on/off switch and it works in milliseconds.. no hassle ..And batteries are like you just forget there are any.. never had to change them(yet).Key's are pretty well but a little small in case you have big fingers, also those multi colour side panels looks wonderful.. just buy it..!!!"
5,"Pros : Before i purchased it,  i used K220. This K230 is just an upgrade of the previous one. Very compact in size. We can use both Desktop and Laptop. We can hold it in our laptop bag during travelling. Those who are having the ability of speed typing, should purchase this product. Another one an important pros is they have made the SHIFT key as its original size. some immature keyboard manufacturer built the shift key as small size along with the nearest button of [ | \ ]. During speed typing, our finger may typed [ | \ ]button instead of shift key. But this key board built in correctly.  CONS: 1) There is no led light in Capslock key. 2) We need to hold FN button + printscreen, during capturing any screenshot instead of single print screen button."
1,"Initially the keyboard was good, now the keys are not functioning properly. I have to press really hard to make the keys work. It's not just one or two alphabets but most of the alphabets are having the same issue. This is not a durable product. I am forced to change my initial review."
1,worked fine only for a few days. post which either the shift key or the ctrl key would get stuck and cause issues with typing. Not at all expected from logitech
4,"i brought this keyboard for 650rs during a deal. and i still consider this as one of the best wireless keyboards under 1000rs but still it has some cons. now lets look at its  pros and coneslets starts with the pros◒ it is one of the smallest full sized keyboard with a number pad, you can easily carry it around in your laptop bag◒ i heard the battery life is awesome and it uses 2 regular AAA batterys which are cheaply available in the market◒ it is from a trusted company and my previous experience with Logitech customer service is good◒ you will get a slot to keep the dongle  in the keyboard itself and you will also get 3 interchangeable battery covers with the keyboard◒ i didnt face any connection issues or lag while using the keyboardnow coming to the cons◓ the frame of the keyboard is week and you may get irritated with it flex while typing especially with the stands on◓ the navigation keys have an odd shape and its hard to use the up arrow properly◓ overall the quality of the materials feels cheap and i don't think it can survive a drop or rough use, so you will have to use it carefully◓  if you intend to play games with it, just don't. then i will suggest to buy something wired or invest more to get something more rugged◓ overall if you are looking for a wireless keyboard you can carry around in your bag you may go with this one. But as i said this is not intended for gaming or rough use if this review helped you please press that helpful buttonUpdate after 6 monthsEven after six months  of use the keyboard is working perfectly and i didnt have to change the batterys yet. That battery cover gets easly scratched though (images are included)"
1,"Those who r giving high rating have any idea of how a keyboard should be? Why we use a keyboard?If you are buying the keyboard for general browsing then this keyboard is ok but you if use the keyboard for writing blogs, journal or writing assignments then this keyboard is not for you.The keyboard is flexible like rubber. Not stable at all. Compactness and flexibility make sure that your typing is full of errors because you can't be sure which key you are pressing as the keyboard is flexed. I am surprised why can't they make a stable/hard base.If portability is the only requirement then you go for this else don't waste your money. Don't even buy this as a backup keyboard for an emergency, ₹100 local USB keyboard will work far better than this one."
4,"Logitech K230 is a wireless keyboard that comes with some interesting features. It is a compact keyboard which is  smaller as compared to the other keyboards. It is an affordable wireless keyboard and here, we take a look at its pros and cons:PROS.#.Good Wireless Connectivity.#.Security-128-bit AES Encryption#.Long Battery Life#.Travel Companion.#.Plug And Play.#.Value for money#Compact Design.CONS.#Some Fn Shortcut Keys Are Missing.Moreover it comes with 3 years warranty, which is quiet goods. Overall its good product to buy for daily use."
5,I liked below:Compact SizeNumber pad like normal keyboardSmooth and big buttonsUnifying receiver to connect 6 unifying wireless devices. (same unifying receiver of my keyboard paired with my old wireless logitech mouse without any hassle. Both the new kew board and the old wireless mouse working like a combo unit using single unifying receiver supplied with the unit)I did not like:There is no On/Off marking at the power switch at the back panel. I had to use external marker to note on/off of the unit.
1,I absolutely HATE it!I didn't return it right away as I waited to acclimatize to its HORRIBLE key placement - truth is even today after nearly 8 months of use I still have to look at the keyboard to hit the Delete & Backspace key.The reduced size is good to look at and also makes for a cute product shot but the buck stops there.
4,"It's not a deal maker or a deal breaker. It simply gets the work done, hands down. Numeric keypad is useful in such a compact size. Light weight makes it portable. You get two different coloured battery covers (on the left) as spare or to customize your needs.Logitech Unifying receiver is an added advantage as I am already using a Logitech wireless mouse. Just download the Logitech Unifying utility software and pair both devices to either of the receiver. Arrow keys are a bit small but I think you'll get accustomed to it. No Caps, Num, Scroll lights, but yeah there's FN key atleast. I think, you can't ask for much from Logitech at this price."
1,I am not sure how this is rated so high yet a poor choice compared to other keyboards.1. The size of the keyboard is smaller than typically expected. You have to squeeze your hands to type and it is inconvenient.2. The keys on the lower row can easily come off in few months as it is not covered.It falls short on ergonomics and nowhere good for anyone who wants to type for a long time / with ease.3. The key tap is neither soft nor quiet.4. The product description image looks nice but it is a cheap plastic.4 You can replace but you cannot return this itemI wanted to replace my Dell keyboard for a better one but after buying this I started to like Dell keyboard better.
5,"PRODUCT DESCRIPTION - Logitech's very sleek, compact yet spacious, smartly designed keyboard. Its black in colour with Logitech written in grey strip (also complimentary blue and pink Logitech strip offered) branding on left side of the keyboard under which you have batteries. Battery placement was quite impressive. No need to toss your keyboard for battery replacememt. So it's been 2 months plus and I have no complains whatsoever. Working smooth. The spacing between alphabets/numericals is good for easy typing. ""Ergonomically designed"" with raised buttons. The range keyboard covers is jaw-dropping (pretty huge distance between desktop on study table and keyboard on bed and still works wonderful during movie times). Keyboard can be kept at an angle for more height/ comfortable typing with the help of brackets given backside of the keyboard. Requires gentle pressing of keys. User-friendly, hassle-free, does not require any Installation of software to be done. Compatible with almost all laptops/desktops I believe. No flaws found.BRAND - One can blindly trust Logitech. True to its claims and functions and does the job.SELLER - Sold by ""Appario Retail Pvt Ltd"". Nicely bubble wrapped and delivered.PRICE - It's high but against quality given its totally worth every penny. Its a long time investment.DELIVERY - Was on time and as expected.PS - Keyboard is provided with set of batteries."
3,"The keyboard got problems within a month of purchase - a few keys started working on their own, without pressing them, making the keyboard useless. Fortunately the Logitech Service Center in my city replaced it with a new one on the same day.Pros:1. Small & compact.2. Comes with a Unifying Receiver and Unifying support. So can be used with other Logitech Unifying supported devices with only a single receiver plugged in. I use my mouse (Logitech M235) such.3. Has a Numeric keypad.4. Logitech service is good as they provide replacement asap. And there's a 3 year warranty.Cons:1. No Caps lock on/off indicator. Same with Num lock.2. Flex in middle part of keyboard.3. Placement of certain keys is not good."
4,"Keyboard is compact, takes very little desk space and looks sleek.The keys are soft and its Great for typing.Ignore the reviews posted that it's not good for gaming. I've played warzone, fortnite etc. And faced no issues.Although while gaming it has key ghosting if more that 6-7 keys are pressed at the same time. Not an issue for most games your left hand has only 5 fingers.Latency: No issues, Modern wireless keyboards have come far as to face not such delayed response times. I can say the same for this keyboard as well.It'll take a few days to get used to."
1,"It's a pathetic keyboard. Coming from Logitech such substandard quality is a surprise to me! I ordered one and post receipt I realised that no matter how close or far you are from the PC, the keypad is unable to transmit properly thereby resulting in half of the things not being typed properly. Post pressing a particular key, its takes about 2-3 seconds for it to appear on the screen. And sometimes it doesn't even appear and to top it, the same letter appears continuously on the screen despite releasing the key.I returned the item and ordered a new unit. The new unit behaved well for a week or so and thereafter it too started giving the same problem. I think there is some fundamental problem with the design of the keyboard. I tried the keyboard on both my laptop as well as my PC but the problem persisted. Now with the return window closed, I am stuck with this defective item which works as per its own whims and fancies, typing and churning out letters on its own once a particular key is pressed.Overall a bad piece of equipment coming from a renowned brand such as Logitech.Bottom line: Don't buy it. It's a complete waste of money and is useless since it cannot be used even for basic typing without getting frustrated."
5,"Product came with clean packing. The adapter and keyboard wqs well packed. Comes with 2 AAA batter fitted itself in keyboard one had to pull the paper tags to make it working.Now coming to the product. Product is working fine. Those who complaining about the product should visit logitech website and download the required software. You should also update the adapter firmware as it will smooth your experiences. And also download the software for keyboard which will help you to customise the shortcuts. Overall a great product. Buy without any doubt because according to price it good.Just one complain keys like shift , enter , arrow and , ptrscr , scroll etc is very very small . But if one need just the keyboatd for the sake of doing few stuffs its a good go.I am not a gamer so won't be able to say how it behaves in games. I don't switch off this device as it has auto sleep feature which i guess works great . Using since 15 days working great till now. Registered on logitech website product shown as genuine and got registered."
4,"Bought this keyboard as I wanted a keyboard which is unifying receiver ready.  Not only is the keyboard unifying receiver ready, it actually comes with a unifying receiver making it a bargain for Rs. 699/-I did not use the receiver that came with the keyboard; instead paired it with an existing receiver to which all my other keyboards and mice are paired.Keyboard has been working as expected and quality is good as you would expect from a Logitech product.The keyboard is great for cramped spaces and is also a good choice if you have to move around the keyboard or would travel with it.The issue with the compact dimension is that keys are space closer to each other and spacing is different from other keyboards including other Logitech keyboards.  The function keys, cursor keys and Home/End/Pg Up / Pg Down keys are also smaller and these together can introduce typos when you are touch typing, i.e., typing without looking at the keyboard.  I am hoping that the error rate will come down as I get used to the keyboard.  Will update the review based on usage."
3,"Cursor key is one of the most used key for gaming/ documents and it is the most badly placed key in this keyboard .. it almost impossible to hit upper arrow with pressing any additional button with it. its kind of frustrating. and as amazon do not have return facility, Its useless product for me. I even trust to sell it as low as 500 but the next person returned it just after use of 30 minutes due to the same problem.  That much annoying design it has. Dont look as the cheapest price tag for logitech keyboard. It is one of the worst of logitech. I have 7 keyboard mouse of logitech and they all works fantabulous but this one Sucks."
4,"This keyboard was perfect suit for my needs. I needed one that fits on my table and isn't stretched across the table. This kind of gives a feel of the 14"" laptop keypad. Its easy to type and occupies less space. Some of the pro's and con's after a month of use -Pro's:1. connects in a flash. the USB nano head comes with a small asterisk painted on top to indicate which side should be plugged into the PC. Does not fumble while plugging it in. Once plugged the connectivity is instant. Did not observe any lag in typing and keystrokes reflected on screen.2. Extremely compact. Got all the keys crammed in. Easy to type3. Convenient - easy to carry around and also occupies less space on the table topCon's:1. Certain utilitarian keys are missing. e.g. The right click key, backlight to indicate whether caps or num-lock is on2. the arrow keys usage needs some practice and skill3. Due to its compact nature some times your fingers might press the adjacent keys instead of the ones you want to hit. Takes a bit of practicing."
5,"Very soft keys. And stylish look. Three color battery cover, on/off switch. N software for battery indicar and media keys function. Full size keyboard with number pad. And unifying technology was a master point. Because I have brought m235 mouse separately and joined with single dongle.  And I have registered both products in Logitech website so I get three years warranty. Thanks Amazon n seller."
3,"The keyboard feels cheap in quality, little bent at the middle and squeaking when pressed the plastic areas at the sides, though the packaging is great with 2 extra battery covers. The size of the keyboard is nice but the right Ctrl key placement and volume keys in relation to Fn key is aweful. There is lag in video games as expected due to its wirelessness, especially in racing games the lag is very noticeable. Overall okay keyboard at this price."
4,"Product plastic is very average quality, not flimsy, but not strong. Key spacing is little congested, however after few days of use you can easily adjusted to it.  Up arrow key is little and placed little higher so we can easily recognize without seeing.Performance wise this keyboard is performing very nicely, range is good and no lag observed. Instantly connects when you plug the unifying receiver to it.I observed one issue in the product serial numbering which is also confirmed by Logitech. Box serial no is different and product serial no is different. As per Logitech, keyboard S/N no is important and that need to be registered at their website.Lets hope it last as it is expected. Will review again if any issue I encounter with this product."
1,very difficult to type usin this that keys are difficulty to press as we are accompstomed to regular keyboard thse keyboard are too small and keys are place at irregular distane .even pressing shift keys are difficulty and those keys .dissapointed and htat space bar keep on pressing when i sleep and use this keyboard .dissaponited .why they made is so small .zebronics companion was better did a mistake ordering this any way had it been bigger would have given 5 star .need to order another good qualitythis i shall use while on the go traveling time any way if i practice in this keyboard i may l oose that typing skills in that regular keyboard .
5,"This is our second Logitech keyboard, the first was the MK250 set. I gave that set to my cousins. This board comparitively is much smaller and easier to carry in a slim profile laptop bag. Love the Logitech Universal set point application. The keys do have a bounce but there is no ""clicky"" sound. It is a slimmer board so the plastics are not thick, there is a bending that will occur if you purposely try to bend it. All the hotkeys/function keys are present as well as the number pad. There are NO LIGHTS on this board, BUT if and when you engage Caps lock or Num lock it will show on screen and if your laptop has these lights it will be lit up as well. This is an exact setup and length as my 15"" Toshiba Satelite C55 board. Overall it's a nice unit to have if 1) your desk space is minimal and 2) if you take your laptop and keyboard in a laptop bookbag or satchel."
4,I have been using this from beginning of Feb 2021. It is good but here few issues I would like to bring up:1. The letters and symbols on the key are protected by some coating they are such a strain to eyes and many a times I have to move your head to get the clear letter. For those used to typing without looking at key board it is fine but nor for others like me.2. I have already changed the battery once on 8th March 21. So it has come only for a month. The Logitech key board I was using for last 20 years (Bought in Dec 2001) had a very good battery life almost one year.But for the above it is very good.
5,"Pros:This is the only reasonably priced keyboard I could find with Logitech unifying receiver, which could be useful for future mouse pairing with same receiver.The keys are reasonably quiet while being tactileVery compact form even with separate number pad.VFM at INR800Cons:There is no off switch. Need to check how long the battery lasts.The battery covers options doesn't include black (minor gripe)The piece I received had a very hard 's' key and I was about to return (replace) it. But with little bit of usage, it appears fine now. However this points to poor quality check by Logitech.Some may need time to get used to the placement of arrow keys, Home, End, Page up/down, but this is a necessary trade off for the compact size."
4,"Product Description: ***** Received as describedPacking: ***** very goodMaterial: ***** plasticValue for money: ****Box contains:✔️ 1 Keyboard✔️ 2x AAA batteries✔️ 1 receiver✔️ Dimensions: LxB = 14cm x 4.5 cm approxPros: • Compact design •  Plug and play •  Long battery life of 24 months(as claimed) • Encryption enabled(hope it will save fron keylogger)Cons: • No Caps indicator • No Num lock indicator • Small Up/down keysThis is my 2nd K230 keyboard, old one lasted for 3 years before dying.I ordered the same as there was a deal going on amazon for 699₹.My need was a wireless, ergonomically designed. Keys are soft to press, I opened the old one and found there is a plastic membrane. It lasted for 3 years so could say it's bit sturdy. If you need a compact keyboard and want to carry a keyboard in travel bag, then go for it without second thought.I would definitely recommend this purchase."
4,"Its a good wireless keyboard just plug and play so easy to use and its usefull for just daily tasks like typing and etc, its a bit small in size than other keyboards but for gaming its not ideal at all, if you want this gaming dont go for this i reckon coz the keys are on stiffer side and the key travel is deep so 'No' for gaming. Finally its good bank for buck for normal usage but definitely not for gaming. Thanks :)"
4,"Keyboard is compact. Key placement is also good. I bought this for daily office use. And my most of the work involves in writing code. So being compact, my fingers can reach the keys without much of wrist movement and gives me a confident feedback while typing. Connects like a gem and never had any issues so far. Been using it for last 2 months. The only downside I see is the function keys are slightly hard to hit. But nevertheless recommended keyboard! specially for programmers."
4,"Portable and good connectivity. Built quality is reasonable for this price. Good for browsing and general work. Not suitable for high speed typing.No CAPs lock LED. Bought along with mouse.Note: you have to install LOGITECH Unified software to work with keyboard along with mouse. If you bought only mouse, it can be used with out installing any software.The Battery backup is very good. You need not to turn off the switch.Another con is the keyboard turn On switch doesn't have marking. The upper side is ON. As there is no LEDs, difficult to find ON/OFF condition."
4,Pros:1. This is a compact keyboard2. Looks nice and optional colours in side bar provide vibrancy3. Material quality is good4. Connectivity is seamless5.  Overall a solid feel of the product so looks durableCons:1. The top keys as well as the arrow keys are too small and thin to operate smoothly. This affects both speed and sometimes accuracy.2.  The board has keys spread all across right till the bottom to make it compact. This results in making it bit inconvenient to use the keys in the bottom line of the board.So consider Logitech K 345 or similar product for regular use and buy this one for occasional use (by kids/ others) only.
5,"I was a bit reluctant to buy a secondary HID for my Surface Pro 3, but when my type cover stopped working, I was left with no choice. I did a lot of research on Amazon and wanted an HID that was relatively inexpensive, but worked well with Windows 10. I decided to but this Logitech K230 keyboard, without knowing whether it will work properly. Sure, I went through all the Amazon reviews for this, but most of them were pretty useless, tbh!Well, the device arrived and I was pleasantly surprised at the build quality, look and feel of it. I simply inserted 2 AA batteries, plugged in the 2.4 Ghz wireless dongle in my USB hub and voila, I was up and running in no time.The keyboard is compact and lightweight, so very easy to carry around. The keys have a decent amount of travel and a pleasing clicking sound. The keys are also quite durable and I especially like the fact that there is a number pad as well.Overall, this is a very good device and highly recommend it as a portable HID."
5,"Logitech k230 wireless keyboard, obtained at rs 689, the price fluctuates but its always around rs 650 to 800.  As soon as I received the keyboard i unboxed it, the packaging is good at first the keyboard didn`t respond, turns out I didn't remove the directional paper attached over the battery terminal Works well with my laptop and android smartphone over USB otg.Pros :1. Works out of box, just connect the USB unifier to your laptop USB port.2. works in Linux too , just add the solaar package to get more functionality like pairing,wireles link and battery.3. works in android smartphone (I tested it in my oppo neo 7 and redmi 3s prime) both support usb otg.4. white color holder is really good.Cons :1. no place to keep usb unifier , so if I lose usb unifier I have to purchase  new usb unifier or the entire set.2. the wireless link breaks3. no manual and user warranty."
4,"I Bought this mouse in Jan 2021. Detailed Review for Keyboard and Mouse is as follows after proper usage (gaming, documentation and graphic editing)A. Keyboard1. Looks - 9/10 (Slightly non-standard size keyboard. Font on Keyboard is ok)2. Ergonomics - 10/10. (Curve ensures less fatigue while typing)3. Keystoke - 7/10 (Will require a slightly harder press on the space bar and certain other keys. Downside is there's only 19 Anti-Ghosting Keys)4. Backlight - 10/10 (Keys are well backlit for night use)B. Mouse1. DPI - 8/10 (There are only 3 DPI options till 3200DPI. Sometimes while gaming, the DPI auto resets to the lowest value)2. Looks - 10/10 (Though plastic material it looks good)3. Ergonomics - 9/10 (Though plastic, the fit of the mouse in the palm is good)4. Buttons - 5/10 (Though called as gaming mouse, it isn't one. Only 3 standard buttons)C. Overall1. Wires - 4/10 (Nonbraided wire)2. Length - 10/10 (1.5m long)3. Connector Plating - 0/10 (Not gold plated as said in specs)The mouse is good for daily use only. After 3 months of use, my mouse started losing right-click functionality. Would only register 2/3 clicks for every 5 clicks. However, I contacted the customer support and my product (mouse) is replaced.  No issues with the keyboard"
4,"Have used Offloud outloud bluetooth speaker..own it since 5+ yrs, still using, this company has potential..Now about this product.Pros- looks attractive, useful multimedia keys, good light effects, key press feel and sound, lovely compact size, quality at par with price.Cons- description not correct- no gold plated connectors, combo mouse led cant be turn off, everything mentioned about the mouse it incorrect, keyboard cable is not braided so again product not as described hence the 4 stars..Thats it..meets my needs of casual gaming on laptop..so m good..rest is upto readers."
4,"1. Keyboard:  Let me say this first! The keyboard has a completely different look than your average membrane keyboard. All the keys look like they are sticking out and it looks weird in a good way.  The keys are easy to press and has a nice feedback. The RGB lighting function of the keyboard is an added bonus to it. It looks wonderful when turned on. (pics above).  I compared this combo with various other brands like Zebronics and many, but this seems to be the best out there in this price range at the time of me buying. I didn't want to go for Zebroncis because their mouse making is just bad or it seems so for me as the mouse wheel scroll stops functioning after some time (happened for 3 mice).  Last night, I used the keyboard for intensive typing, but didn't encounter any pain in my fingertips(happens while using laptop keyboard). So, overall a quality keyboard with RGB lighting at this price range.2. Mouse:  The mouse is as good as the keyboard with its RGB breathing mode that is always on. It looks wonderful nonetheless. The precision of the mouse is good although it has only 3 DPI modes (800-1200-1600) as given on the box(see pic), so that's a contradiction with the description saying 3200 DPI. The mouse response is well, the buttons work well.  Eventhough, it is called a gaming keyboard and mouse combo, you only get 4 usable buttons like a regular mouse. There is no forward or backward mouse buttons as in the Zebronics  or other counterparts (if that is very important for you, you can go for the other brands).  Overall, a good mouse that seems to get its job done.A thanks for the seller and Amazon and for Offbeat as well."
4,"My Detailed Review:Bought it for around Rs. 1090 and for the price, its a pretty good gaming keyboard and mouse combo. The rgb lighting looks pretty dope on both of them but u can't turn off the lighting on the mouse. The keyboard works pretty good and been having a good time playing warzone using this. My complain is with the mouse, in the description, it is specified that it is a 6 button gaming mouse but in reality, its only has one dpi button, thats it. I would have given it a 5 star but the false description of the mouse prevents me from doing so."
4,I was satified with this product for 8/9 days buttt then i found mouse i worst i used to play csgo minecraft and many games and sometimes it gives free look butt sometimes it becomes too hard to aim coz the mouse's ain moves by itself i just move mouse a bit but it does full 360 in minecraft and my sensitivity is 35 soo keyboard is toooooo goood but mouse is worstt
4,"This really a worth deal for 1090 which I got this pair of keyboard and mouse for .  keyboard also doesn't have that clicky feeling it has a soft feeling .😌 wires are normal 1.5 M usb cable ....overall a good deal but don't get your hopes so high ,the quality is good for the price you are paying you don't get to customise the RGB of  lighting or u can turn the lights off but you cannot turn off the mouse lights 💡but I likeLaser keycaps with lights emitted from keys on this Price .Overall Ok ."
3,"The product box came damaged and some keys of the keyboard were disembled the wires are normal keyboard and mouse wires1:Keyboardthe keyboard is good but there is no option to turn off RGB breathing so you gotta unplug then plug it back in the port there are no drainage holes but it says in the description that there are drainage holes2:MouseThe plastic quality of the mouse is poor, There are no extra buttons or to turn off RGB"
5,This keyboard and mouse combo was awesome and the RGB breathing mode in both of them are amazing but there should be forward and backward buttons on the mouse 🙂🙂
5,"You'll enjoy typing with this keyboard if you're good at typing! However, it does make noise ! I was expecting noise-free ones! Although good product value for money!Mouse - Auto color led changes itself - good thoughNever used for gaming purpose ! Enjoying WFH! 😋"
5,"I was expecting less to this keyboard and mouse but I was wrong..It's very cool and the keys quality is also good, lighting is OP. Value for money❤️"
5,"I took time to write this review because i wanted to spend time using it. The combo is great. does what it says, good product at this price point. Go for it."
5,"I search though alot of combos to buy , to get the gaming keyboard and mouse combo and this is the best in get.Keyboard and mouse working awesome."
4,This product is good and best for beginners gamers
5,This is a great product in this price rangeSpecialy keyboard Quality is Awsome.but I thing The mouse Quality is not great but not wrost.It can be use for work.i like the design of the mouse.
5,i like the way they arrange lights on the keyboard the mechanical feel on typing is the best part............overall price is worth it but the price can be somewhat over budget for me.......
5,Best gaming combo 😀 if you are in budget I recommend you to take it if you are in budget
5,"Best product and very low Price,Keyboard key s very very smooth,Key board metal very nice.....,Very Good Product."
5,Best keybord under this price segment with back lit features
5,The best keyboard I have used till nowThe keys are so smooth n also the mouse is lit for best budget gamming mouse n keyboard buy this product
5,This product is up to mark. It's built quality is excellent. It is the best keyboard in this range. You can go for it without any hesitation.
4,Good build quality worth the money.
5,I like the product and it is very budget friendly and it is very easy to handle
5,Budget and good keyboard.
4,"The buttons on the don't feel clickly the lighting is good though, mouse is good enough for gaming"
4,Overall product is.good. but in mobile DPI button doesn't work. And some part is loosing inside mouse.
5,Adjustable RGB lighting was quite a valuable feature. Keys were highly responsive with lesser noise feedback
4,Its good but not best. There is no feel like a mechanical keyboard but in this budget its good.
5,Good keyboard with mechanical keyboard feel.. worth the money
5,"Seems like a great protuct, the lights are cool, the keys are great abd the bidy is light, overall best under 1100"
4,The mouse could have been better and a little heavier. The keyboard is great and easy to use.
5,Its a very nice product. Its very budget friendly. All the components are working fine.
5,Gives the feel of a mechanical keyboard. satisfactory.
1,Price not justifing
5,This is the best affordable combo I have ever seen. Best for gamers must buy item.
5,Nice product
5,It is perfect for gamers like me!
5,A must buy product. Excellent quality. My son like it very much.
5,Very good keyboard and mouse..and the rhb of mouse is very nice.
5,I like the product very much the keyboard sounds great
4,good quality of keyboard and mouse
1,"*** One and half year review ***Multiple key failure. Keyboard totally useless. Ordering an new keyboard to replace this one.Product NOT recommend for long term usage due to quality issues.*** One year review ***Now after 1 year and 3 months of usage across two keyboards (including replacement), I am facing contact errors with the keys. Last month Numpad-5 key started showing contact error. Now numeric-1 key is showing serious coontact errors. I have to bang the key very hard to register a hit.Reducing my previous rating of 2 to . (yes, the one key didn't register).*** Six month review ***I highlightedt faulty back-lights in my six month usage review last year. I raised the matter with the seller and my faulty keyboard was promptly replaced."
5,Much better than expected... Wow. Everything working perfectly for now .... Will update my review after a month. One thing i need to mention to all future buyers is that ... It need usb 3.0 to work... It will not work in 2.0 ... My own experience. Anyway the product is really good for the price right now... I recommend to go for it . And also ... Nice packaging + delevery before expected date...thanks amazon..☺️😊
3,"build quality is awesomemetal bodyclicky keyboard sound,,,//// not for silent gamerbike light effectdont waste ur time..... just buy itprice worth it....worst customer experience ever"
5,"Got the brown switch version at 3k.It's a steal.Pros- price- Good RGB (I usually keep it turned off)- the design is very classy. No kiddish extra cheap branding and all.- its still makes some noise, and I feel the fun of typing.- cable is braided (quality stuff)Cons- the keys might be too soft for some people.- selected keys like backspace, shifts, etc make a little different noise. Might be on purpose, or might be loose.- Love the handrest.Mann ki Baat- I am writing this review coz am loving typing on this.- Don't through away the manual as the backlight key combinations are written there, and it's hard to find it online.- excise duty proper hoti to foreign se yahi price pe bluetooth wala mangwata. (fadu looks k saath)"
1,"The keycaps broke and i can't use this cheap keyboard anymore, waste of money! WORST QUALITY"
5,"A bit heavy keyboard, because of the aluminium body. 13 backlight patterns. Awesome to use while gaming. Wrist resting plate provides comfort. Compared to Redgear and other same range keyboards its stands out a bit with some extra features. If anyone looking for the 1st gaming mechanical keyboard, close your eyes and go with this product. Given it 5star as i was looking to cut a star but it haven't given a single chance to do that... Thumbs up from me."
4,"In the beginning I was unsure if this was a good purchase, but after typing on in for a long period of time and gaming I realized my wrists or my hands weren't paining as they usually do. It takes time to get adjusted to the caps and shift buttons though (Important for Moba gamers and csgo players) but overall this Keyboard fairs well with good feedback little heavy but if you've been using a membrane keyboard you'll probably just ignore it and its easy to clean the keys them selves don't catch any dust or sticky dirt but the aluminum plate will. A small soft brush should do the trick to keep it clean. Just a reminder go on their official website and sign up for an extended warranty of another year giving you 2 yrs of a warranty period. Have a nice day :)"
5,Great Mechanical Keyboard for budget.And the JIXIAN Blue switches are just awesome.
3,Good budget mechanical gaming keyboard. The switches are a chinese version of the cheery mx brown keys. Not too bad to be honest. Good tactile response and silent as compared to blue switches. Absolutely ideal for day to day usage and occasional gaming.Overall satisfied with the purchase. My only gripe is the red colored wrist rest/hand rest. It doesn't look bad but a black colored one would've been better.Will update review after long term usage.
2,"I bought this keyboard in July 2019. It has 1-year warranty provided by the manufacturer. The keyboard itself is very good, the lights are bright and feels good to type on.  But keys stopped working after 1 year.I suggest getting a non Mechanical keyboard from a good brand like corsair. Or get the cheapest but proper mechanical keyboard from Gigabyte that costs around the same money as this one, it won't have RGB or any backlight but they are good reliable keyboards that come with 3 years of warranty."
1,"i will never buy cosmic byte products , their terms and conditions are not user friendly. their returns policy is most worst, product  quality is weak.Pros :-Keys are very , have good feedback.lot of RGB options.COns:-big in sizekeys makes lot of noisekeyboard build is not sturdy and very fragile to use.the metal cover where are keys are placed is thin sheet of aluminum very cheap and easier to get dents. (as per policy you cannot get replacement for genuine problem if its dented)if you see pics uploaded RDB stopped working for few keys after infrequent use of just 6 months.there was no keyboard replacement as stock was not available. below are some  terms and condition you need to read before purchasing.Kindly note -  The product needs to be properly packed ensuring the product is intact and shouldn't get damaged during transit.Cosmic byte will not be liable in case of any damage caused to the product in transit.Upon receiving the product, if the service team does not find any issue with the product, the return courier charges will have to be borne by the customer.Warranty will be void if the product is any physically damaged, caused by neglect, misuse, abuse, and unauthorized modifications that are done on the product."
5,"I bought this keyboard about 7 months ago. It was a great keyboard until the point when my main key for gaming, ""W"" key suddenly stopped working. I really love this keyboard. They replaced my unit with a new one as it was within the warranty period. If you want a blue switch mechanical gaming keyboard at an affordable price, this is the go-to choice!"
4,"All I can say is this feels very good in terms of Price, Quality & Experience. Good work to Cosmic Bytes.generally outemu, kailh are good products. Kailh is a bit superior & close to Cherry MX. Beside being cheap they deliver good experience. I've used a few for years.Their blue switches are very clicky.But this brown swtich pretty quiet. I think this is linear with no tactile feedback. And it's really amazing, my typing speed have improved by atleast 5 wpm within a day.Large keys like space bar, backspace, shift & enter make some spring noise, which is quite normal, but considering the silence of other keys, they are a bit disturbing.Other than that this keyboard won't disappoint any mech switch lovers."
4,"Does have some issues but overall for this price it's pretty good.Only cons:Keys stroke sound is inconsistent with some keys and the feel is even more inconsistent. Pressing the key like ""w"" for prolongated period of time broke the key, now the mechanical click isn't clicky enough as the other keys.But overall. I love it."
5,"Pros:1. Value for Money.2. Keys feels very sturdy.3. Brown switches makes less sound than the blue ones.4. Multiple lighting mode, specially the gaming mode lighting is best while you play games. Also, there is a Gaming mode where you can modify the lights in the switches for specific games when needed.5. Build quality is more than satisfying in regards with the price point.6. There are three levels of brightness.7. Wrist rest in a good add-on.Cons:1. Wrist rest is not much comfortable, but again, the price matters and its good for me."
