Rattings,Review
5,"Value for money product. Easy to use , ideal for sharpen high dpi photo printing... Always use genuine Canon ink to get accurate colour of photo printing...Very good quality scanner... At xerox time , if we print 2 or more copies of one document,1st page print needs some time but other pages other pages print quickly...3-4 A4 b&w pages/min & 2 A4 colour pages/min ; 1 4/6 inch borderless photo print with high resolution in a minute....It's don't have OCR & AI to clear background colour of documents & auto straight document facilities... Also, it has no wireless printing.... It has an advantage, to print on inverter during power cut...G2012 has no facilities to print from mobile & on internet , only usb printing is supported on windows (Mac not supported)...Overall , it justify it's price..."
4,"I loved print quality, I bought it mainly for my kid as we had to take print of his assignments and then scan them back in to laptop and send them to teachers, thans to corona :). Print is  very good, even color pring is very good, not too concentrated, just right amount of color is used by printer. I wish it had WIFI. Just because WIFI is missing I have to take my laptop and connect it with USB and then print scan what ever.  Well we can live with it though, not a big deal, but WIFI could have made things much flexible. Overall product is excellent and it wont disappoint you. Remember : No WIFI."
3,"After using it for more than 1 year, this is the update on the review:If you are not using atleast once per week, don't think about buying this printer. The ink gets dried inside the head and you need to do deep clean and refill the head with ink to mkae this work.During the lockdown period, when the printer was not used for just over 1 month, even after all kinds of cleaning and ink filling it did not worked for majenta ink color. Half the tank of ink hit consumed, but no improvement was seen.Had to take the head out and using the instructions on you tube clean the head. This and manual refill of the head got it working back.Now after the school holidays I have to do the same thing again as again the printer has stopped printing properly after being unused for 3 weeks.Old Review:Migrating from another Canon MP all in one printer with excellent photo printing capabilities with a high cartridge price to a ink tank printer these are my key observationsPros:>Very low print cost>quite fast at draft qualityCons:>Pictures are washed out and lacks colour depth like earlier canon printer (in both normal paper and coated photo paper)>install is not easy unless you use the video guides and are handy with computers and printers>Software is not as user friendly as it used to be"
5,I am using this printer for around 45 days on windows and here it is my experience.The Look of this printer is very good.it comes with 2 Extra Bottle of Black Color. Installation of this printer is so easy follow the manual it takes around 10-15 min for Ready the Printer for work.Print Quality is very Good. Printing Speed is very good. For 1st Print it take 30-40 sec time but then it take around 10 sec for BW print and 30-40 sec (Based on content) for COLOR print.Pros--Cost of printer is very less as compared to other ink tank printers.-very low ink consumption.-Printing Speed is very Good (8-10sec for BW/10-20sec for COLOR)-Cleaning and manianting is easy-Borderless printing is avilable-Document Scan with MAX 600DPICons--Some time it makes NOISE-Some time paper jam at colour printing on 75-80gsm normal paperOverall this product is very good
4,"Model: Canon Pixma G2012.I got it for 8635/-. This is a good printer at this price range.Pros:1. Fairly good print speed2. Two additional black ink bottles3. It produces high quality prints compared to many other brands I have used4. Original product from Vietnam, managed to register online easily for warrantyCons:1. Driver for G2012 seems to be not available. But I have used G2010 driver as it is compatible with this printer.2. Noise, noise, noise. What the hell is this Canon? This is the noisiest printer have I ever used. Those who like train's running sound will surely enjoy it.3. Borderless printing is not up to the mark. Borderless print is supported well on some types of papers. But it doesn't support well on normal paper and executive bond sheets. Therefore, those who want to use it for letter head printing might face some issue. Canon has to learn more about borderless printing from BROTHER printing company.4. Printer software is not up to the mark. I have used printers from multiple brands including Brother, Epson, Samsung, HP etc. I would say this is one of the worst have I ever come across. Software has to be more user friendly, with more features. In my experience BROTHER has better software.I will be updating this review after using for another 3 months. Anyway, irrespective of the flaws, considering the price and the print quality I would rate 4 Star for this machine."
5,"It is a multifunction printer it means you can use this for print, scan and copy (black and colour both)Print quality is goodEasy to install, just download drivers from Canon website or install from CD (included in box)I am attaching some photos and video of printerBox Contents : 1 printer1 bottle of cyan, magenta, yellow (for colour printing)3 bottles of black ink (you will get 2 bottles for FREE) :D1 User ManualAnd 1 CD for drivers (you can easily install drivers from Canon website if you don't have cd drive)I installed mine from their website.As I mentioned earlier you will get 2 bottles of black ink for FREE FREE FREECost of printing : As mentioned on boxBlack and white print - 9 paise per pageColour print - 21 paise per pageYou can print approx 5000 pages from 1 bottle of black inkAnd approx 4000 pages from bottles of colour ink (cyan, magenta, yellow) combine.Hope my review will help you.."
4,"One of the best and economical printers in the range. Has superb durability, I did 1500 pages in one go (colour n Black white mixed). No issues faced. The no. of pages that can be printed per cartridge is not as mentioned in the description. I used up 50% of the B/W cartridge for around 1200-1300 pages in one go.Colour printing is slow but can be managed. Will give best colour printing results on photographic paper ( even better than laser printer).Best suitable for small office n home setup.. heavy duty n easy to use."
5,"Canon Pixma G2012 wa delivered in one day, thanks Amazon for same.  Two additional black ink bottles provided in box. This adds to value of printer.InstalltionInstall instructions are clear. The booklet with printer has detailed instructions. There is also video available for installation steps. Steps are easy but it helps if you have some experience of working with electronic equipments. Be careful while putting print heads and filling up ink tanks.SetupWith Windows 10 there is no need to install drivers separately. Connect PC/laptop with provided USB cable and operating system will setup printer.Size and weightThe printer is larger than average home inkjet printer. You need to keep is horizontal while moving as it has fluid ink.Print QualityColor print quality is good. The print speed is also good. I printed couple of color prints and colors were pleasing. I need to check scanning and photo copy. That I will update after trying both functions."
5,"Value for money. Print quality is good.There is option for selecting couple of printing resolutions.Very helpful for printing my kids project work and other urgent documents.The scanner and copier options are also very helpful.I have stopped running around cyber cafes and photocopy shops as I am doing printing, scanning and copying in the comfort of my home.I am using it on my windows laptop. Wish I could have used it on my other Mac book air laptop too.May be Canon should include this option too in this model."
1,Inaccurate images of product. The first image is of hp smart 530 but why it Is placed in hp smart tank aio 500. As shown in first image it doesn't have touch screen
1,"This is not a wireless printer. However hp stores specification showing that this is a wireless printer and it has 7 button on control panel cancel,resume,colour print,black and white print,info,wifi and power button. Totally misguide customersI want to return this product. Hp support suggest me to return this product to amazon."
3,Printer work fine .colour combination very nice. Print quality also good. But build quality of the printer very bad .never expected this type of build quality from HP brand. Front door very loose. Better to buy in this price range canon or epson . Not recommended overall
2,"मैने hp स्मार्ट टैंक 500 लिया परन्तु उसमे wifi नही है,मुझे मोबाइल से प्रिंट निकालने मे दिक्कत आ रही है, मुझे 515 प्रिंटर चाहिए था ऊपर के पैसे मैं दे दूँगा।"
1,Didn't like the product.. amazon is not allowing me to return it also. Even if I have bought just 3days back the product.. Had called yup amaxon customer not even ready to share amazon customer care e-mail id ; this is real sad not allowing me to refund the product;
3,"Product's working is fine.But the build quality of the product is average, not so good as much expected.The company should improve the build quality of the HP 500 all in one smart tank printer.Working satisfactory, but the build quality is average...."
5,"I bought this for regular A4 size colour printing and occasional photo prints.Very satisfied with the print quality. I used professional quality photo paper. Borderless printing is a plus as it gives your photo a different feel.A bit on the expensive side, but additional scan and photocopy options are a plus. Print speed is good comparing other similar HP models specifications."
1,"Don't buy, Worked only for one month, now not even switching on. Booked a service call on 24th Nov still no response/update from service team till 9th Dec, 15 days later. Regretting the purchasee waste of time/energy"
5,"The printer is so good by body make, technology and the services it gives. Its faster than any other inktank printer I used previously. And the price is also reasonable. I found a printer that served my purpose."
4,It's in experience period so I can't say anything earlier but one thing is clear that this one isn't below average.
1,"Defective Product, Printer not working and I have to call HP Customer Care for this, and also there is no any bill of my product inside the box. Very Bad Experiance."
5,Nice PRINTER.... GO FOR IT WITHOUT ANY HESITATION..Value for Money
5,Awesome look and feel
1,Very noisy and ink is getting low by itself without printing.regret buying
5,fast delivery in just 1 dayprinter started very fast and did a nice jobcolour correction is very nice and print cost is also efficient
5,Excellent print quality and service
5,Nice quality.Worth
3,Product is safe. No physical damage. But packing is not good.
1,Damaged product received.
5,Good.ideal for home
5,Nice printing
5,good
1,"First image is wrong. Just added to mislead . please search on google about this model, such a big mistake."
5,Awesome products  who thinks to buy a new printer I suggest them go for it and u would like this product
3,"It was delivered a few hours before the time given. I have just set it up and using the HP app on my phone to print, scan and copy. You can email and send documents on WhatsApp too. HP app is impressive. Responds to commands quickly.Packing was impressive. Unpacking not time consuming. Setting up through HP app on my iPhone was smooth. All functions work well. Connected it to Alexa and the voice commands works too. The only thing to note is the gap between claim of speed of printing and actual printing time it takes. If you are using it for personal use and are not in a hurry the printer speed will not annoy you. It's slow, very slow. I believe it prints not more than two pages b/w in 60 seconds."
1,"This  printer - HP DESKJET INK ADVANTAGE 2700 ALL IN ONE printer of HP make  was purchased on sale, but it ended up with worst product.  The paper jam occurs more frequently, the printer was very very very slow,  print on both pages option not available, and the top loading paper mode was giving more trouble.  The box was not opened for the first 4 days due to Covid pandemic instructions.  The courier boys were first source of spreading covid, and to take utmost care, we have not opened the box containing printer for the first 4 to 5 days till it is completely sanitized.  After installation we had faced so much of inconvenience in paper loading.  The printer is absolutely non-performing, and malfunctioning.  You are requested to immediately take back and give refund or give credit for future purchases.  I am a prime member and dont disappoint by claiming any excuses.  Simply the product (printer) which was purchased on sale was a dump product and is a totally mal-functioning and worst product.  Immediate necessary action may be taken at your end."
3,"Well, the hp 2700 delivered initially had problems with the paper feed. The paper was pulled to one side and got crumpled inside. Amazon team was kind to give replacement within 48 hours. The replacement (same model) was tested and is working fine. Quality control needs to be in place either at HP end and before delivery."
2,"Though the print quality is descent, I could only print 6 color and 24 black prints using the cartridge that came with the printer against the claim of 150color n 450 black prints...."
3,"If one is decently tech savvy, but without the knowledge of the inner workings of a printer the online demo of how to install a cartridge is not up to mark. Ideally it should have been a 5 minute job to download and set up the printer, but because this model is not listed on HP website it shows demo for other model and the cartridge installation section doesn't mention that you have to pull the cartridge insertion slot from the side where it is usually stuffed. I spent another 10 minutes wondering where the cartridge insertion slot was as per the web demo only to figure out myself it is tucked to one side and needs to be slid to the center to insert the cartridge."
2,Great service by Amazon surprise to see the delivery boy early in the morning...great lots of thanks for delivery person for delivery within 24 hrs and nice product received.But HP service has a big big issue.
5,"Very good quality printer and scanner. Easy to use, especially with the wireless connection. We are using this a lot for our work as well as for our kids online school assignments. This is especially helpful because we don't want to go to a cybercafe during pandemic."
5,This printer is working super duper. No catalogue is available with this product except the one featuring essential basic things. But it takes you to the website from where you can set up the entire matters. I am a layman  of 67 years with not much exposure to the nitty gritty of all these but I could manage the entire set up by myself and the printer was in action in less than one hour. Do not regret in purchasing this. I use it at my home ( no commercial need.)Satisfied. Worth the money spent.At this time of writing this review I do not know how much prints one can have from the first cartridge I got along with it.
5,"I initially hesitated to buy this printer reading the reviews,but as it was an emergency I bough it. It got delivered in 2 days, packing was flawless. The wifi setup is easy enough, It took me less than 15minutes to learn everything about it and print from my phone. The print quality is great and it's fast enough, atleast as fast as they claim, 7pages per minute(colour, std quality) ,best quality printing will take longer time and will be taxing for your cartridge, might not need that for most cases. Please ignore other reviews, You can trust me and have a wonderful experience with this printer. Btw I bought it for 5399 ₹, which is excellent value."
2,"Installation was not easy even for the person whose living is earned by working with all such devices. Before he could show me how to print, curfew & lockdown have kept him away. There's no manual in hard copy to help me. Instead of messages from the printer such as ""no paper"" etc there are symbols & they're placed on top, not facing the user. Crippled as I am, not knowing what is showing on top because I'm sitting in front of the desk, not able to ask someone to tell me what symbol is lighted up, & even if they tell me, having no manual to guide me, the printer is unusable at present.Online videos are focused on wireless use & using via phone. Nothing else seems to matter.Because I hadn't found another printer that's not designed similarly, & this was all I could afford, I bought it. Now I'm sorry I did."
4,"The only reason I am not giving it 5 stars is because the first three pages that I printed, the ink smudged across the page. That apart, I am well-satisfied with this product. My usage is not heavy but I generally end up printing between 5-10 pages per week, and this is good enough for my purpose. Linked up well with the android phone also. I don't understand why the latest app was not available in the given HP page, but as soon as I installed the printer app, it blanked out my phone and asked me to install the ""new"" plugin. I mean, where's the point of having two different plugins for the same purpose. Would have been much better to update the main app, rather than force the users to install multiple plugins."
5,"In the past I have used printers of various brands as I do a lot of printing and scanning work. My two year old printer is an Epson ink tank. This is the first time I am using a wireless printer and I am satisfied with the ease of printing and scanning. No more wires required, just connect to the printer wifi and print. The set up was a bit confusing because they have not mentioned much on the printer's manual. The printer's wifi password is also not there on the manual, you will have to print the password from the printer itself. It's a combination of digits. I still have not figured out how to use my home's wifi to print using this printer. There are two ways I use this printer:1. By connecting usb cable from device to printer. This is wired printing.2. By connecting to the printer's inbuilt wifi from any device. This is wireless printing.The third way to print is using your home's wifi which I am not interested. The built quality of the printer is good. However, the color in the cartridge gets used up really quick. I bought this to get print quicky and wirelessly. I still have my Epson ink tank printer for heavy printing. All in all this is a good wireless printer in it's price range."
5,"The printer, scanner and copier, all the functions work very smoothly. You need to give it some time after proper setup so that you can get the best possible speed of printing.Don't fall for negative reviews. People don't understand how the things work in these printers, hence they assume that it doesn't work properly and give negative reviews. Yes, some of them might be genuine issues but I'm sure that not all of them are problematic.If you find problem in detection of page (wrong page size shown) then it is just because of that blue stopper marker, slide and fit it to the tightness, with the page width, I assure you the wrong page size problem will no longer be the problem anymore.Use it wisely to get the longest lifespan and also protect ot from dust to achieve the same...Thank you..."
1,"This is my second printer from HP. First one was 377x series and a best one. Got it for less than 5k. But had a manual hardware damage then I bought this one. Both are pure personal purpose. Highly overpriced with Less capabilities and a complicated one to use!! Very disappointing and regret now. Instaed of this headache , might by one more - but I doubt if it's from hp this time ..."
4,Easy to setup and was delivered next day. Additional black cartridge promised as part of the order was missing.. overall decent for home use.
5,". HP support videos are useful to setup the printer with cartridge etc.printer is easy to setup using hpsmart app on phone. Also once it's setup can be easily accessed from laptop,ipad when all are connected to same wifi.As of now cannot comment on cost of each print..since our usage is very low and just bought it 2 days ago."
1,This product is not user friendly specially through Wifi and mobile Hp app. When the product is purchased online the company or dealer should arrange for installation of the product through their engineer /staff. We are suffering a lot in the absence of this facility. It has become regular practice not to care for after sale service or follow up personally with customer by email or phone through their idle staff just to ask whether the product is working in good condition? and to the expectation? My product is not working till date. Although the cartridges are costly we must get the output as assured by the company. Since last 10 years I am using Hp printer but this time I am totally upset specially in current pandemic situation.
3,"Agree with another reviewer. The quality is questionable.The first printer I got had a defective paper feeder. The ink receptacle also had problems. After every print job E would flash on the printer display. HP support was useless.Fortunately, Amazon agreed to replace (no refund).The second printer set up and works fine."
5,"Quality 10/10Weight - lightSpeed per page - color print slow, black print good.Overall best printer for home usage (300 pages per month) best use.Wifi dual band, easy installation, HP Android application, Alexa, Google Assistant, LCD display Print, Scan, Copy . All in one best printer."
4,"I have ordered yesterday evening and recieved it today.User manual doesn't have much details but got installation demo video on YouTube for 2700 series which helps to get printer installed.Installation is very easy. As of now, printed few b&w and colour pages and happy with the quality of printing.Will write another review after using it for some more days."
2,I recently purchased HP printer 2788. It has printing issues as it prints only on fourth corner of page while rest remains blank. I called customer care of HP they informed about motherboard issue which is manufacturing defect. I asked them to replace the printer but they didn't agreed and said that someone will visit to fix it or I go myself to center to get it done. This is a really bad approach. My printer is under warranty thereby needs replacement on manufacturing defect. I am requesting Amazon as a seller to help with this and get the warranteed product replaced.
1,"Not detecting A4 size paper, no option to connect to agent on customer care, service centre in gurgaon does not have any provision of complaint registration, they don't know email id for complaint registration and very rude behavior by Ms. Babli who attended my call. She doesn't know anything on how to provide support if customer is facing any issue."
4,HP printer 2778 is great for wireless printing and features for wireless connectivity. Initially i had problems with slow printing issues abot 3.5 mins/page but calling up the HP customer care solved my issues on slow priting. Rest all is fine with this printer.
1,"Both HP & Amzon fooling customer. I started facing issue in product within 1 month of purchase but brand is not able to provide proper warranty services, they dont have any service center nearby my location & asking to visit 200kms away service center which is truly impossible for anyone. When approached Amazon for help, they too not able to help due to policy concerns. In short complete waste of money."
1,"After printing, almost 150 black cartridges are empty and colour after 20 pages (A4). The product description was around a rupee and few paise for black and 2 rupees for colour print. Nut in my experience, it is 5.30 rupee for black and white and 40 rupees for colour printer.A complete waste of moneyPrint quality was good, but the installation process was a little time-consuming (registration in the hp smart app and time taken to detect and register the printer)."
3,the printer keeps getting stuck as there is some glitch with windows 10. works fine with my pc's running older versions of windows. Just wont work well with pc's running on windows 10.Setting up the printer is simple and fast . just when printing there is a problem onec the first print job is given then you have to manually reset the print spooler service after every job .
1,"Very bad, it doesn't even get connected, worst product and worst support from Amazon as well as hp I have experienced so far"
2,"First Printer is made in China. It's language also comes in Chinese. Wifi connectivity is very poor, every time while you give print first pair your device it's taking to much time . In box showing Model No. 2770 but in software it's showing 2700 series, and printer also showing in Wifi 2700."
3,First time I received the printer was not even starting. Though it was brand new condition.I ordered replacement and had issues with print quality with stripes and mirror imaging of pictures. Bit shocked with hp quality and unnecessary taking all the troubles. May be I was having bad luck
1,Product does it job but overpriced during sale. Just a false hype created to sell this model.Also paper feeder seems defective getting paper size errors.
5,"Not so easy to install but manageable despite the lack of instructions for this model. Wireless works great but since my WiFi password changed I have been using with wire as am too lazy to figure out how to reinstall it. Print quality is great and I don’t use colour just black and white draft prints which give me 350-400 pages from new cartridge. I am happy with that. The ones that come with the printer are for test only and lasted less than 30 prints for me but the cartridge is pretty affordable so I am very happy with this buy. Would recommend as it’s lightweight, easy to use and prints regular pages pretty fast (not colour)."
3,"The specifications stated that the printer is compatible to windows 10 and 7 along with some other os. But the printer hp2778 which was supplied to me was not compatible to windows 7 and compatible to windows 10 only. Although at the time of ordering I got it clarified also. Moreover on the package carton also mentioned compatible to windows 10,7. Due to this non conformity I had plenty of trouble in installing the printer. Ultimately I have to get set with a laptop having windows 10 as os hence incurring additional costs and inconvenience."
5,"For home use it is very good printer. With Wifi feature I can shift my printer to any place in my home. I took photo prinout on A4 photo paper and print was very good, but it took lot of colour ink. Overall satisfied with the printer."
1,"This printer is not working properly. Not able to connect to wifi or laptop.  Not able to print documents from my laptop.  I want to replace it, if possible."
1,The product didn’t work after installation  - had to call hp engineer who said that the PCB is not working and they Would repair it instead of replacing the printer
5,"Very good product.Printer is light weight, easy to install n set up. Print quality very good. Got 2 cartridges with it. Compact.Highly recommended 👍"
1,IF I COULD GIVE LESS THAN 1 STAR I WOULD.THE PRINTER IS CONSTANTLY THROWING PAPER MISMATCH ERROR. TRIED DIFFERENT SETTINGS BUT TO NO AVAIL. COPY SIZE GETS RESIZED AUTOMATICALLY WITHOUT ANY CHANGE IN SETTINGS.I AM FED UP OF THE PRODUCT.
2,"First paper will not get straight,it has lot of error,ink get half exhausted after 4 th colour print. I didn't like the product ..Not a value for money.."
5,Very compact lightweight printer. Wifi is working nicely. Installing HP smart in Laptop is a little tricky but at the end it's working fine.
4,"Vary wrost product, waste of money, cartridge ink finished within 15 days and unable to refill it, refilled but not getting actual colour. Very bad product. Not expected such thirdclass quality for HP"
2,"Didn't expect cannon to dispatch items without quality checks!The colour head was not working properly from day 1.Tried all software based ink flushing techniques, the ink totally flushed out and the colour stopped working there on..Ordered new head- Rs 3500/-Within 2 days, the led blinking indications started coming.decorded the code online and found it's an error which only service centre people can do. The ink drain was full.After a week, the printer is not powering on itself!!Service charge + replacement of printer board..Rs 5000/-Warranty not applicable on these sections..Had a great Cannon experience.."
5,"I opted to buy this printer over Epson or Brother or any other company becuase of 2 reason. 1. Price (same features model with wireless costed 3k more for Epson) and 2. this Supports Borderless printing from 4x6 size upto A4 size. meaning you don't need to cut of edges after printing as her wont be any borders, The Utility software along with the package is quite good. i used it to scan and print wirelessly and it worked like a charm. wireless connection is very stable. i bought this for 8500 for Great Indian Sale. it comes with 2 extra black and white ink bottles so its 18k black and prints out of the box! so if you compare it with printing cost outside  it straightaway negates the printer costs. overall a great buy! printed some color photos in glossy papers and it was fairly good. exceeded my expectations.NB: about seller and Amzon service. i have had a problem delivery of printer since they where flooded with deliveries during great indian sale, which never used to happen with amazon. but they sorted out everything quickly and made sure i receive it. So Kudos to Amazon Service.. Cheers!"
4,"The printer was easy to set up and use the Wifi direct paired to my phone. The app needs to be installed which isnt the best in UI but does the job.One odd thing i found (check pics) is that color inks werent upto the top arrow mark like the black ink. I'm not sure why bcoz i emptied the entire bottle into the tank. The color prints have not come out bright and they look a bit dull. Was expecting better print quality on white 75gsm paper. Black prints are quite good.Update:The photo print quality on 200gsm kodak 6x4 is quite good. Higher quality paper would also give good results. The speed of printing is impressive and no washout or anything observed. After printing 4 pics, the ink level is the same."
5,"Chose canon over others due to its mega reputation and Classy size & shape.Its all-in-one ability supersedes all contemporary brands.Here are my few observations of the product :1.) Its an ink tank printer that comes with separate ink tanks to be filled with ink red , yellow , blue & black .Its always considered to be more economical for per page printing and should be chosen if you have bulk work on a routine basis.In these ink tank printers, it is also required to take prints on a minimum weekly basis or prolonged non-usage may lead to drying of heads .2.) The construction of the printer is very elegant and solid and the ink tanks are absorbed in the regular chassis of the printer unlike HP brand, however it is my personal preference.Solid doesn't mean you can afford to drop it , it means the plastic used for construction feels very premium and rigid.3.) Regarding functionality - It can scan and print documents very fast .Page size supported is from 4.0""x 6.0"" photo paper to  A4 ,Letter ,Legal , A5 , B5 .I purchased glossy kodak photo papers 280 GSM &  paperone A4 100 GSM papers and the print quality was excellent.For pictures , it takes few minutes but its worth the wait .If you choose the right paper the photos are bound to be very good ,However at few places i found the shade of green slightly dark in print than in actual photo that was scanned.Resolution is good for both photos and documents.Printing makes slight noise but is tolerable , its not like neighbour or even other room person will be disturbed.4.) Got it with additional warranty for onsite repair for next 2 years.5.) I bought it first then realized i don't have that much work to use it on daily basis so i would ask my readers to buy only if you have routine works or make use of shops."
5,"I am writing this review on this printer after using it for over a year. In this year, I printed about 2000+ pages both color and black&white.  So my review is based on observations on them.=== Print Quality ===This is definitely the brightest point with this printer. I used Epson ink tank printer earlier and were not satisfied with the results of it. But this Canon printer makes the cut. I am amazed to see the results of the printing both color and B&W. I printed many photos on photo papers and the results were better than the inkjet printers.=== Ink Longevity ===This is another biggest selling point of this printer. The printer came with 4 ink bottles - Black, Cyan, Magenta, Yellow. After printing over 2000 pages so far (photos and documents) I still see 50% of the ink left.=== Ease of Use ===I can connect this to my wifi router and get started in 5 minutes. All I need is to read the instructions carefully. And voila, all my devices - Computer, Laptop, Mobile and iPad - can print without any hassles. They can detect the printer and starts printing just in minute.=== Paper Feeding ===In my more than one year experience with this printer, I never faced a single paper jam. If at all something happens, check paper feeder if any small objects stuck accidentally.=== Scanner ===Not used much but overall quality was ok. If you want crystal clear scans, this is not for you.=== Copier ===Its just a click of button. Keep your document inside the scanner and click on blabk or color button. Your document copy is ready.=== Issues ===So far I came across only one issue. The printer orange light starts blinking and the messages shows that the ink cleaner bed was overflown and needs a service. But I followed the instructions on Youtube videos, cleaned the ink cleaning bed and cartridges for 4 to 5 times and then the printer came back to normal. But this took over 4 hours to understand and solve the issue.=== Advice ===1. Do not perform system cleaning too many times. This will cause overflowing of tank on ink cleaner bed and malfunction your primter.2. Do not use cheap paper, use paper such as JK Sparkle etc.3. Do not print photo prints on normal paper, use photo paper or thick paper.4. Make sure to print few papers at least once a week with all colors. This will reduce color logging inside the tubes.Overall, I am very satisfied with this printer and the quality of prints it gives you.Update 11/11/19I faced one more issue after long time. The printer unable to feed the paper and I couldn't find any object inside the feed. After two days of struggling I came up with an idea of reverse feeding the paper from inside the printer, i.e. open the top box to see printer inside and switch off and onthe printer. While stopping, it reverses spinning wheel and load paper manually to it just in time. Voila, it started."
1,"The printer head has failed after about 1 year due to ink caking. While I can agree that ink caking can happen with less frequent use, I would prefer a model where issues due to ink caking/ drying can be resolved with servicing rather than having to replace the entire printer head - cost about Rs.4000+18%GST!"
1,"Printer stopped working in exactly 2 months.  Is throwing errors.  Calling tech support for 2 weeks and no one seems to be bothered.  Canon Support specializes in lying through their teeth and making false commitments of arranging a technician visit in 24 hours, which never happens."
1,"Very Expensive Ink from Canon, Printer already stopped working within 6 monthsIt never worked properly since day one, Had to follow all troubleshooting before every printIf used with any other Ink from Amazon then the printer stops working with Error Code: 5B00"
4,"The printer is smooth and the printing quality is nice.Don't find any difficulty with installation (Followed the installation steps from youtube)There are 2 issues:1. The printing speed via WIFI/SELPHY APP is very slow, my wifi connectivity is good. Seems the issue persists with printer data receiver.2. While installation/Initial Head setup, printer has consumed more ink from YELLOW tank. Almost 1/4 of the ink was gone during installation. But afterwards the ink usage looks normal.."
1,"After using the product for a few days one day when I turned it on to do a print the error light and the power were flashing in alternation. usually when I turn on the printer it makes some noise. the head moves back and forth, and it sets things up for a print. This time there was no sound and only the lights flashing. upon checking it showed up as error B202. which requires you to call cannon and ask for a repairs. I was surprised to see this. the printer is just a few days old.I tried turning it on and off a few times but it didn't work. then I pulled the plug, reinserted the plug and powered it on. and finally this time it made it noises and started setting itself up. I could use the printer for the rest of the day with out trouble.but then the next day they happened again..and then the day after this happened again.I'm quite upset with this product. remaining all functions and print quality is great for office use. but if the printer doesn't work then nothing else matters. id like to return this product but unfortunately I've crossed the return window.Im not sure what to do but to contact cannon now."
3,"I bought the product at a steal value, which is good.Although I was aware that there is no LCD screen to guide me thorough the menus, my geekiness will support me, I was sure.Installation with my computer via WiFi router was pretty easy. Did a few tries to locate the printer on my network and tried the button shortcuts and finally got it connected.Prints were good. Ink seems to be drained a lot as 3 prints on, I could see about 15 percent drop in the ink levels. Need to ascertain it in the long duration.Now comes the tricky part. I wanted to connect it to my phone and another phone not on my WiFi router network. I installed the Canon ""Print"" app and it was not detecting my printer.I tried detecting WiFi direct devices but was not able to see the printer. After a few tries with the button shortcuts, I was able to locate it in the regular WiFi devices. I connected to the WiFi printer and was able to at least connect the phone to the printer directly. Prints and scans were again possible.Then came the real headache. The printer was not getting detected by the computer now. By some unknown reasons, this printer is not able to connect to both services, WiFi direct (act as hotspot) and regular WiFi (access a hotspot) simultaneously.My previous WiFi MFD, a 5000 rupee HP was easier to install, easier to understand and connect and had none of the aforementioned WiFi issues!I called up the Canon customer care (18002083366) on Saturday and raised a service request. service guy will visit my in 24 hours, I was told. Come Tuesday, I still didn't get the service call atleast.I gave them a call on Tuesday morning and reiterated the issue. They gave me a local service number. After a few hours, I got a call and I had to tell them the whole story again. Second installation is not free, I was told. I said that the first installation was done by myself. They agreed to come by evening.Evening they gave excuses that they were caught up with other customers and don't even have the courtesy to lift my phone. I'm still waiting. Will update after they actual arrive. I just hope the service rep has better skills than myself.I'm pretty sure it's not an issue which can be sorted out onsite. There might be shop servicing needed. I should have gone with Amazon return as I'm still within that period. But I'm being a gentleman, for now.Update : Gentleman's patience broke. I got a replacement. Problem persists another way.I realised my 12k Canon printer can only act as either a wifi-direct printer or can access an external WiFi router, but cannot do both, like my 5k HP printer.The technicians reply made it clear. Sir, canon doesn't have any models in the sub-15k range which can be accessed by laptops vide wifi router and at the same time by accessed by phones vide wifi Direct! Thumbs down.The printer however served its purpose of printing well in standard and best modes. Draft mode had lines showing up on an otherwise splendid photo.Another irritating problem with this device is the scanning application. Competitors need to learn from HP. Their scanning apps were so user friendly. This one in yet to find easy ways to scan proud or documents readily with my required settings by default. Not at all user friendly. Instead it pops up like some irritating ads we get online!Overall, this is an ok device for the rate. The only saving grace are the ciss, which for now works great and the decent print quality for standard and best modes. So far so good."
4,"1) Print quality is good. 4.5/52) But it is too noisy. 1/53) Software need to be more user-friendly. 3/5Setup is easy: 4.5/54) Windows app and MAC OS apps are different a bit. MAC version can be improved.5) Scan quality is not at getting best. Widows app has better resolution options to get better quality Scan.: 3.5/56) Copy works good, for home use with limited copy requirements: 4/57) Over all easy setting up of printer, including ink and other parts. A person with limited knowledge can install it with ease, without expert support. Printer help doc can be improved though. 4/5"
5,"The delivery was excellent and reached on the next day. The contents of the packing includes, 3 black ink bottles, 3 color ink bottles (1 of each color), printer, manual with CD. Everything needed, and the installation was quite simple, apart from getting it connected to the WiFi. You will have to insert the CD and follow the process, to get it connected to the WiFi, which could be a little tricky.Once the installation is complete, it is a very  easy to connect to it if the device is on the same network. I haven't tried WiFi direct, so can't review about it.Speaking about the print quality, it is excellent. Keep in mind the quality of the paper, the quality of the source image and the App you use of printing makes a world of differences. I tried printing pictures on a Kodak Glossy paper using my phone and cannon printer app, the quality was not as much as I expected. Was a little disappointed, but when I used GIMP ( a free photo editing app ) on windows and selected the right size of the paper. The print quality was awesome.Document printing and Scanning is perfect, you can print through any app, even using mobile the quality is awesome.Overall a perfect product of printing at cheap rate and great quality."
3,"Print colur looking different with compare to epson color printer. Too much noice while printing, and very difficult to connect wifi with laptop. too much of noice coming when take a print out."
