Rattings,Review
5,"A beast at a much better value, it's a damn good finished gaming machine and I love it's thermal coolers😳🎉."
1,Purchased from local hp store.. received faulty product. Battery failed within 5 days. service center only provides assurance for within 48 hr service but have not received any. it's 15 days now and I am still waiting.Don't buy if you want quality product with quality service.
4,Performance is satisfied.
5,"I was planning to buy different ryzen5 laptops for work from home, light gaming, but most of the laptop was out of stock then i choose this. boot speed is very fast it can boot up in 5 to 10 sec.you can easily play 4k videoI played pubg mobile by emulator it was running fine in medium settingonce while doing research i also opened 40 tabs in 4 chrome windows and many other windows without lagyes it has MS office home and student lifetime version includedcamera quality is okit also have fast chargingbattery life is more than 6 hour in battery saving modeno noise you will hear while doingSoftwares that I used successfully on this device1 pycharm2 apache server2 adobe illustrator4 Autocad5 auto desk eagle PCB designer6 innovusif you hide the hp logo it will look like macbookoverall nice in look and beast in performancedon't buy this laptop for hardcore gaming and for professional video editing bcz the fan vents are very small so it can heat up easily .  so you will face some lag because of decrease in the output of PLL"
5,Fabulous laptop ......🤩🤩I purchased it from hp store and got this in only ₹40kBest laptop in this rangeCompletely satisfied with this laptop !!!!!!
1,Within two weeks started getting spots on screen while browsing the web. Happened intermittently several times in the day and the audio too stopped working.
5,"So I am a Macbook Air user, bought this one for family. So benchmarking against Macbook Air which is double the price of this one.Pros -1) Screen - Amazing2) Build Quality - You will feel confident3) Touchpad & Keyboard - No complaints4) Weight - Perfect5) Storage - 256 gb SSD (Windows 10 is installed on SSD) + 1 Tb storage. Lol. That's insanely amazing a thing.6) Ram - 8gb - Usable approx 6 gb - Smooth experience7) Battery - Okayish8) MS Office comes free!!Cons-1) Camera - Don't know what was the Product Manager smoking when he designed this one. 2/52) Backlit Keyboard - Should have been there.3) Fingerprint sensor - Could have been there.Overall - If camera is not The Most Important thing you want to have in your laptop, blindly opt for it. You can treat me virtually! ;)"
5,Let me tell you the pros of this laptop:1. Thin and light2. FHD display3. Ryzen 5 processor (note: cannot be overclocked) which is much better than itel i54.Amazing speakers5. Good quality webcam6. Expandable memory7. Expandable storage8. Includes office 3659. Display size is perfect.10. Screen hinges are strong11. Small bezels12. Booting and power delay time is extremely short.Cons:1. Not so good battery life2. The screen hinges cannot bend upto 180 far less than 180 but perfect for sitting position.3. The touchpad buttons are hard and not so appealing while using4. Does not support 5g wifi connection5. No built in fans (but it doesn't run that hot too).
4,"Premium lookOkayish battery lifeFast chargingGood screen qualityNice keyboard10 seconds start upComes with lifetime windows 10 and office 365Good for light gamingHave player Asphalt 9 and ValorantNo lagGreat speakerCamera is okayish1.5 kg weightComes with lot of HP unnecessary softwaresAs you all know , 1 + 256 gb , 8 gb , Amd ryzen 5 quad coreRyzen products are rarely available at market.. high demand. Because of vega 8 graphics.One big con - vega 8 graphics takes 2 gb out from RAM.So the solution is buying a 8 Gb RAM stick of 2400 megahertz. It cost around 3k. Laptop have one extra RAM slot so there will be no problem. I have this plan in mind.Little bit of heating issues also while gaming. Place in on a flat surface for ventilation. I have a plan to buy a laptop stand with cooling fans for that purpose.I bought it at Rs 45 573 from Amazon. Got in 3 days.Nice packaging also"
1,"Please don't buy this pc. Though it has all features battery life is too poor. It lasts only for two and half to three and half hours that's it.Even if you turn on battery saver mode ,same is observed.....You will definitely feel regret after sometime of your purchase. Please don't waste your money plz🙏.I didn't expected this battery performance from hp pc."
3,I purchased this laptop after lot of comparison and when I received I was disappointed to know the product is made in China. It would be helpful for buyers to decide if the manufacturer information provided.It looked like I paid 4000/- more than the actual price.
5,"Writing this review after one month of usage.Perfectly suits for tasks other than gaming.Pros.,Compact, Light weight, Full HD display, AMD Ryzen 5 processor, 8GB ram with 2GB radeon vega 8 graphics all combinely gives the best experience ever.cons.,non antiglare display, non backlit keyboard, no optical disc drive(not a big deal though)"
3,"I must start by saying that the product is good every way, except one.Good:- Product built, looks and the keyboard feel while typing.- sensibility in providing memory; 256 for applications and 1 TB for data- Fast processing, fast boot, fast close- Battery life is reasonable- Bright imagesBAD- This one is a very bad feature that the wi-fi card supports only 2.4 Ghz, and it does not support 5Ghz. This means that you will not get 100mbps speed on your wireless connection. This is a damning installation; akin to putting a ferrari on a very narrow potholed road. As this is a product/ manufacturer feature, Amazon will not accept return. At the time of buying, for a layman like myself, it would be difficult to understand and check if a latest product will come bundled with a card that is not in line with the current technology advancements in data speed, after having spend 53K to buy this product.The 3 star rating is for this reason.This has been a huge disappointment for me."
1,"I had very high expectations on this PC and they turned out to be worst. Packaging is neat and there is no damage on the box.Immediately after receiving the package, I opened with lot of hope and once I configured my account - noticed the issues with the screen and its not at all acceptable for the price we pay as customers to what we get.After discussion with Amazon support team, they scheduled a technician visit after 4 days for inspection even after sending pictures of screen damage within 1hr of product delivery !! I'm really disappointed with amazon support on how they treat the customers.Eagerly Waiting for technician visit and replacement.."
1,Its showing that Battery is not from HP while you are starting the PC.May be so duplicate stuffs added!!!
4,Good for personal use
3,"First impressions: I have used Sony Vaio for 11 long years not with single complaint with very rough usage. Infact my Sony Vaio fell down once from 5 feet height, nothing happened. Tno w I bought this laptop because my kids damaged my Vaio, otherwise it would have lasted more and more. Sony is durability, the say I cannot say about this laptop, however it may be unfair to compare. Performance wise so far everything seems good. The keyboard and touch pad is very delicate I feel, I am afraid to type little harder. Buying extra keyboard may solve my problem. I don't understand why Sony closed laptop business, their laptops are durable, sturdy, the same cannot be true for other brands.. will miss my Vaio always, will try to adjust with HP."
5,"All good so far. Good screen quality, fast boot up due to the OS on SSD. Comes with MS Office that you will need to activate. The only thing I dont like is the ‘made in China’ tag. I went for HP thinking it would be made in India."
4,"1. Received the laptop in good condition.2. Its is beautiful.3. Processor speed is decent. Takes around 10 seconds to boot.4. Decent battery backup for around 4-5 hours.5. Light and slim. Makes easy to handle.6. Wonderful and crisp display.7. Good camera.8. Moon light white keyboad backlight would have enhanced the look even more.9. I bought it for 49000. Bit expensive.Used it only for a week. I will update on the review after a few months use.Thank you.Update: I am facing problem in presenting whiteboard during my online classes.  The moment I begin writing, it freezes. I have to restart the pc then."
5,"Brilliant laptop under 45k.Pros:1.256gb SSD+ 1tb hdd2. rysen 5 3500U 3rd generation processor which is equal to i5 10 gen on the benchmark.3. Its is good for programmers as I am a CS student i also runs the Autocad 2020,20201 it runs smoothly.4. Battery backup is 5-6hrs when i used it for browsing,programming, online classes,and making projects. It get increased to 7-8 hrs when I watch movies.5.Boot sec is 4-5 secs.6.Screen quality is brilliant  i also watching1080p movies with best quality.7.Ms office 2019 version with lifetime is best part in it.8.Sound quality is loud which is best when we watch movies.Cons:1. No backlit keyboard but i don't think it is a bigger problem.Don't worry just go for it ."
5,"I have seen many reviews on this product, and some of them are written clearly and to the points. I got this product at around 42.2k after waiting to reduce the price for about few months. I will give my review point wise:1. The size is very compact and good for travelling.2. Great screen quality but less than 14'', however it's described as 14''  (actually its about 13.8'').3. Many people are commenting on the camera quality but we shouldn't expect more because it is to  reduce the MB size of any video calls for fast communications.4. The windows was installed if SSD, which makes the booting and shutting down very fast. booting time is about 5-8 Secs and shut down is about 5Sec. Restart will also take about 5-6Sec.5. The keyboard is also good, not very soft but its will be ok for everyone.6. In one review there was a comment that it has no cooling fan, but this is wrong. It has a cooling fan at  the left front were we can see opening windows and you can feeling the exhausted hot air with your  hand. I have run youtube while installing Mathematica and Latex but not much heating effect.7. The 8 GB ram is usable only about 6 GB and this is because of the Vega 8 graphic uses about 2GB. This  you can confirmed by looking through the taskbar. So, 6GB is still good but for betterness one can also  install extra 4GB or 8GB.9. People also commenting about the less loudness of the speaker, but as per me it is loud enough to  listen to a big hall.8. The battery life is very good. Dont see any other comments. With browsing, installing softwares and  listening music for about half an hour reduces the battery percent by about 2% only. So, for regular  uses it can hold at least 5 hrs and more. So its good enough for a laptop.9. The touch pad is very sensitive and has multi sensers.10. Finally, the look is good. But, I think the cabinet is not metallic."
5,"This is the rookie writing who knows nothing literally about the laptop.everything is good except that it has only two USB ports(product description in the seller page says otherwise). go for it. best laptop ever. highly portable(i used 15.6 inch laptops before-HP pavilion notebook n15). for education, entertainment 14 inch laptops are not inferior to 15 inch laptops. no dvd drives, but who needs dvd drive these days. also no seperate numerical keypad(only one enter key).i feel so much comfortable with this keyboard type.MAKE SURE TO BUY ACCESSORIES WHILE BUYING LAPTOP ITSELF like-keyboard protector,touchpad protector,screen guard etc. accessories are worth it in the long run (my 7 year old laptop has so many smudge,impressions tht nvr go even after intensive cleaning and touchpad weared down). so to enhance the durability of new laptops go for protective covers.Dont buy extra keyboard. HP laptops has excellent place for sturdy and long life keyboard,even then its easy to replace the buttons rather than carrying an extra keyboard.ALL THE BEST..."
4,Not the best one for gaming but screen quality and keypad are good. Preinstalled Ms office home and student is very useful. Decent battery life. Lightweight and goodlooking too.
4,"It's been 1 week since i have been using this laptop and i feel the laptop serves me perfect . I will be writing few major points which may help you while buying it.1)DISPLAY- The display is really good for this price segment . Its an ips hd(1920*1080) antiglare display  which definitely feed good for your eyes ,also colours are adequate . I played a 4k video on youtube and it played flawlessly,so i guess it supports 4k.2)Design- It's a very thin and sleek laptop . Also the grey colours adds to its charm  . Though all the ports are placed on the right side very close to each other .3) Speakers- It has speakers on its front and i must say it is quiet loud4) Performance - The AMD ryzen5 processor works great plus the 256 gb ssd adds to its processing speed. The laptop turn on and off very quickly and also the app opening time is very less (thanks to ssd) . I have not tried any hard core game on it but i have played need for speed and asphalt and it worked flawlessly . I feel it can handle most of the famous games like gta and pubg in low go medium setting with good frame rates . Amd ryzen 5 is quite a capable processor5) Ram and Storage - The ryzen processor occupies 2 gb of your ram to use it as a graphic card function leaving you with 6 gb ram . So if you are a hardcore user i would recommend you to upgrade it to 12 gb . It has 256gb ssd +1 tb hdd which is more than enough6)Battery- I tested the battery with the wifi  on all the time . I did online classes on a stretch and it lasted a little more than 4 hours . Though i found it less but whats good is that it has a 65 watt charger which charges the laptop really quickly.7) Camera - The camera is not the best but still will serve the purpose if you use it in a well lighted space8) Connectivity - It has bluetooth , 2 usb port , a hdmi port , a lan port , a sd card reader , and usb type c port . What was dissappointing was the wifi . It only support 2.5 ghz wifi band not the 5ghz wifi band9) Other stuffs- The touchpad is good although not the best in sensitivity . The keybad is really good with all necessary keys available . The laptop doesnot overheat , It comes with lifetime ms office student edition and 1 month mcaffe antivirus trial"
5,"The configuration is one of the best in this price. I got it for 43500 during the sale, clubbed with bank offers. The laptop is sturdy and has a bright and vivid display, the keyboard is comfortable to use. SSD makes it blazingly fast. However the battery could have been better.Initially I got a piece with slight cut mark/ kind of dent in the frame, got it replaced. The one I currently have is perfect. Both the boxes were sealed and brand new."
4,"Amazing product worth buying. It has all the specification one would ideally ask for for basic home use. I had got this for home use and studies for children.Camera quality is not upto the mark and only major problem is is the 5 GHz Wi-Fi not been supported on this model. Luckily I was able to initiate a return and refund from Amazon on the 6th day after delivery, just because this relevant specification of 5 GHz Wi-Fi support was not mentioned on the product page.Customer service support from Amazon was outstanding."
5,"Best product I am 100% satisfiedFantastic screen. 10/10Very fast and quick working.10/10Start and log out in 5 sec only.10/10Looks like Apple product so look wise also 10/10Sound quality is superb 10/10Connectivity also good as compared to I5 10/9Space and storage 10/10 as OS is in SDD and other stuff we can save in 1TB HDDVery lightweight 10/10Camera quality is average 10/7 but better than other product.Battery backup : Okay okay not bad not good 10/8But overall really nice product highly recommended if u r looking for Coding,  Multitasking,  Video editing, gaming too but use external gadgets as keyboard is not that much good. if have a budget in between 40-45 go for it"
5,"For mid range game it is fine and as I am not much game lover, for me it is ok. The screen quality and keyboard touch feeling is simplya awesome..Biooting time is first for because of SSD .The outer look is gorgeous and battery backup is praise worthy."
4,"Very much satisfied with the product. The SSD makes the laptop very fast, although it would have been better with 512GB SSD than 128GB SSD + 1TB HDD. You can't really play modern games because of integrated graphics.Battery life is not really great.Note that the RAM is not 8GB as integrated graphics reserve some memory, making it around 6GB to be usable.Unfriendly if you want to dual boot with Linux. Intel works fine. (If you use Linux)Overall it's a pretty decent laptop!"
3,well i have purchased the product recently and i have been using it since a week.  price is RS 46500/- on the amazon prime day (including the bank offer). same is the price in hp site.( you have to wait for the stock to replenish).  well the downside is there is no finger print sensor for quick login and no backlit keypad. it is little bit slow (might be due to the antivirus software). but over all satisfactory.
1,Waste laptopDon't have keyboard lightsLow battery backupHigh price in Amazon has compare with flipkart nearly 8k to 6kI request don't buy
5,"It's been long time after my 15 years old Lenovo laptop usage. Now when I looked at my HP surprise to see the built in quality. Amazing speed especially boot in and out. Qualitative screen resolution, quick charging post one week of usage. Need to use with caution the keyboard. Worth buying for 47K. Lifetime free for Microsoft office. Excellent features worth. No back thought"
4,"I am writing this review after using it for almost 3 months.First of all the delivery time was only one day😀All the features are good.Battery life : 4-5 hrs maximum battery lifeDisplay is also good.>>The most important thing to note is RAM is 5.92 usable rest is reserved for graphics>> I installed so many apps still the system works fluent, no hang ons>> best part - 2 seconds shutdown and 1min restart time>>The only bad feature or I will say irritating feature, specially when you are working professional is frequent chrome /edge blackouts, you need to restart your system multiple times> I have not tried for gaming yetAt this price, this product is worth and must to buy"
4,"The specs are good for the price but some cons are1) Laptop chassis is not sturdy and strong.2) Camera quality is not that great3) Battery life is around 4 hours for normal browsing and video calls..4)The hinge bends only 130 degree which is not mentioned in the spec.5) The keyboard is delicate and can get damaged within 6 months of use..6) The price keeps varying between 40k to 49k and i booked this @45k..There is only replacement option available on amazon..Other than above points, laptop is good and needs to be used carefully for longevity.."
1,"Hangs quite often (both Windows and Ubuntu)Terrible WiFi interface. Poor signal strength, Unstable connectionsOverall it's just useless !!Never ever buy this crappy laptop from HP !!"
4,Battery life is amazing! Can't decide if the best thing about the laptop is the SSD or the free microsoft office subscription.... It's an amazing laptop... But not for heavy games... Will update it later.... I've used it just for a month.
5,Go for it if you want mid-budget non-gaming and office work purpose portable and stylish (macbook like) laptop. Camera is sufficiently okay for video conferencing. Battery backup is almost 4 hours. Total charging taking around 2 hours. Copying files from ssd C drive of laptop to external ssd drive is superfast. Only issue may be the keyboard. Keys are delicate. Handle with care or use an external keyboard for long run. Video quality is excellent. Also ryzen 5 cpu is better for multitasking than intel one.
5,Good quality laptop for all usage.  I'm not a gamer so do not know whether it fits a gamers requirement.  It is very good product.  It does not have touch screen.  In the US you can get the latest product with touch screen and back lit at less than this price.  Better to buy it with HP after sales support for atleadt 2 years.
4,I love it. The over all design is slim and elegant. Light weight and portable but the build is at all not flimsy. The performance is good enough for normal daily life applications like work and browsing. The start up time is excellent due to the SSD which houses the OS and other applications. I use the second hard drive just for storage. The screen is excellent.Would have preferred the battery life to be a tad bit better. I wouldn't have mind having a VGA port as well but the HDMI port will suffice although I need to carry a converter around.
4,"I have been using this laptop for a month now. I got this for 45k and looks to be a decent enough device in this range and segment. It's a compact laptop that would fulfil all your daily needs which might include working from home, or playing games, or watching videos. The screen is wonderful, you can watch it from all the angles and works well. The sound is pretty crisp and loud. It's not a Dolby one but does sound like one. The keyboard is more like any other HP laptop, easy to use. The TouchPad is also easy to use. Webcam is a bit okay but guess that works.Only a couple of limitations I would say after using it for a while. The screen flap only opens to a certain  extent, and sometimes that's annoying from working perspective. Also the ethernet doesn't support 5 GHz wifi, so that becomes a problem sometimes when your wifi isn't performing well.Otherwise a decent enough buy in this range. Will post more findings as I keep using it."
4,"Good, Ryzen 5, 3500 cpu,Hp brand brilliant alwaysGood performance1TB HDD +256 SSD,Boot Time 4 sec only"
1,Worst quality .... faulty machine delivered and now waiting for their agent will come and verify then they will decide my fate
4,"Excellent performance and light weight laptop,Ram usable 6 GB out of 8gb ,As it's AMD processor and sdd & HDD haedrive is good part in this price.Camera quality is worst part and battery life is average. Bit of heating issue if you use more brightness.Overall, it's value for money, good for office use and lite entertainment.I haven't used for gaming so far ..."
1,I rec'd Lenovo E15 on 03 Jun 2021. Warrenty shows its valid for 9 months instead of 12. I am very unhappy with the reseller and Amazon.
1,Hi - The system is getting turned off automatically. Please resolve.
1,"Pathetic, pls don't go for it, no return pilicy available wd this product.No free MS office, only a 1 month trial version loaded which is slow too"
1,"Worst product from dell and worst customer support of Amazon... Have lost trust on this company... Within 2 days of delivery.. The system is not working properly.. Its taking more than 20 mins to open Google chrome from start... And I am being told by Amazon team that its driver issue and I need to update drivers... How will one reach dell website when the Web browser is taking 20-25mins to open... And now amazon tells me that neither I can replace or return until and unless their technician looks into it, tries to resolve it and post that they will look into the matter to see what can be done...."
1,New laptop since one week freezes during basic stuff.  Reinstalled OS three times. Tried all steps given by Dell. Extremely slow and sluggish.Dell giving all useless solutions.
1,Worst product from dell which is very slow and ms office is an trial  version  bad product and bad service and after sale service from Amazon Amazon cheats customers like this type of product
4,HiProduct received on time but one thing was the MS Office was given only for 1 month on trial basis after that need to purchase. it's not mentioned anywhere in laptop details.
5,"Excellent laptop. Sturdy, with lifetime Windows and MS Office, is value for money. I got it with exchange of my Lenovo's I-3 (purchased in 2012) 15.5"" laptop. That was also working but with Windows 7 so I changed it. I am fully satisfied with Dell Inspiron 3493, mainly it has preloaded Windows 10 as well as MS office."
1,"BIG DISAPPOINTMENT...In the era of 2020, it works with pace of computers of 1990s. Really upset with the performance of the Laptop. Though some pluses are there... Comes with inbuilt Windows 10 & Office 2019 but can’t use these to their optimum due to poor processor speed.. Display is pathetic... Even Alphabets break leave alone Photos and Videos... Something seriously wrong with Dell..."
4,As described :1. Windows 10 home : preloaded and pre-activated2. MS Office is 30 days trial only. One need to activate it manually. Afterwards it will be activated and licensed lifetime.3. McAfee antivirus is also licensed valid for 15 months.Outer body is of silver colour.Keyboard and screen border is of black colour.Keyboard keys are soft.Touch pad is also good.Weight is bit high.Sound quality is good.Display is normal HD so don't expect Full HDOverall good product in this price.
5,Awsome Product ....All is good
1,The laptop showed a blank screen and cursor when turned on. Seems to be a defective product. Amazon call centre is not agreeing for a return.
1,"The product is worst. Looks like they are selling defective products by making sure customer neither can refund nor can replace. The laptop I received has seroius performance problems(just browsing for 2 hrs gets hanged and have to forcefully reboot), when contacted Amazon customer care they send a person for inspection who either  doesn't have knowledge/ they just visit and favour amazon as they are getting paid by Amazon I think.Now have to spend hours and hours with dell customer care to make it correct, that to not sure if this would work or not."
1,The laptop is SUPER SLOW even for checking emails and working on Microsoft Word. I submitted the laptop to Dell Service Center within a month for the issue of slow speed and hanging issue and I was told that they will have to change the Motherboard of the Laptop. Even after a month of submission the motherboard is not available and the laptop is lying at the service center. I was informed by the senior manager of the service center that this particular model will not perform well until I get an addition 120 GB SSD installed additionally.I will never recommend a Dell Laptop
1,"I received defective product where some keys were not working and screen was blinking. As per the promise of Amazon for free replacement, no replacement was done. I sent it back to Amazon, it was received on 24th November by Amazon but till date i.e. 22nd December, I have been calling for refund. But over a month no refund has been made. Its ridiculous. I would suggest not to buy this kind of products."
1,"DONT BUY THIS PRODUCTAFTER RECEIVING THE LAPTOP WE START USINGBTHIS LAPTOP BUT IT WAS HANGING OPEN WHITE WINDOWS.WE HAVE CONTACTED DELL CUSTOMER CARE EXECUTIVE AND INFORMED THE SAME THEY TOLD THAT PLEAAE UPDATE ALL THE DRIVERS. WE HAVE FACED SAME PROBLEM. WE HAVE PURCHASED FOR MY SONE ONLINE CLASSES. NOT A SINGLE DAY HE HAS USED THIS LAPTOP. TODAY I HAVE DELL CALLED CUSTOMER CARE EXECUTIVE THEY TOLD US THAT ISSUE IS WITH LOW CAPACITY RAM FOR WINDOW 10 WHICH DOES NOT SUPPORT.WE HAVE ASKED DELL CUSTOMER CARE EXECUTIVE WHY YOU HAVE DESIGNED SUCH AN ITEM WITH NO COMPATIBILITY OF HARDWARE AND SOFTWARE.NOW DELL SUGGESTED US TO INCREASE THE RAM AT MY COST.REQUEST ALL OF YOU PLEASE DONT BUY SUCH WORST PRODUCT EVER. DELL CUSTOMER CARE EXECUTIVE SPEAKING LIKE ""TRAINED POPPET"".SUGGEST ALL OF YOU DONT BUY DELL PRODUCTS"
3,"Lookwise it was good, but when I talk about performance I am little bit disappointed as the bettery backup is not as mentioned after full charge it only run 4-5 hour & in starting you find the processor is slow. So if u want to buy laptop this is not as good as we think it."
4,"I do like Dell's laptop, before also purchased. Build quality, color, memory is good, but I feel performance is little low. I recommend this product.I'm sharing some buying tips, NEVER go for No Cost EMI option, there is hidden interest charges which you never been informed while purchasing. The word is ""No Cost"" but no, when you receive EMI statement from Bank you get to know extra cost applied. I fall in this situation, so take my advice."
5,It is of very good quality Dell I3 is best for students use both for college and school it's fast not that super fast either according to your want you can buy i3 or i7 but this laptop is giving excellent service and it includes everything Ms word according to your convinence you can install it's not free it's included in the laptop though so you can subscribe for later use 🐱
5,Worth buying as long as u know how to operate on Windows 10 and you should always vigilant for the windows updates & dell support assist notifications..if u will pay due attention to it you will have most pleasing experience to use this new generation laptop...price wise I still feel that it is on higher side due pandemic and demand due to online classes and work from home ..in normal course this could have Been cost you around 28k-30k.
3,"I am reviewing the laptop (Dell i3 10th Gen) after about a month's usage. This definitely isnt one for IT professionals or professionals dependant on software. The speed of processor is slow, takes abt 15-20 secs time to open a file or app. Switching from one window to another, also requires patience. As for battery life, if u have charged it fully, the laptop runs for 3.30-4 hrs without dying down. The exterior body of the laptop looks great but key settings may have been more modern.Overall, if u are a student or use more of word doc and less of internet, then this is a fine product. Else, spend a little extra and buy i5 or i7 processor."
1,"This is one of the worst product being supplied by Amazon.This laptop takes 15 minutes to boot up, 10 minutes to open chrome.. I can go on..Showing lesser price on amazon. Now I understood why it was showing lesser price.I want to return this but my window for return is over.So now I have see this useless thing daily without using it.Please it's a scam of dell with amazon included in itDo not buy itThank you"
1,REPLACE MY LAPTOP. SOME ISSUES WITH THE DISPLAY.WHILE BROWSING ONLINE IN ANY WEBSITE THE DISPLAY GOES BLANK.DARK DISPLAY FOR SOMETIME.CHECKED THE SLEEP MODE ALSO . INCREASE IT TO 10MINS .STILL NOT SUCCESSFUL.PLS REPLACED IT
1,"Bought two Dell Inspiron laptops in August 2020. Both the laptops had problems within the first week with slow response. Now two months down, the screen freezes constantly making it impossible to work. Since both the laptops are exhibiting the same problems this seems to be an inherent issue."
1,"Amazon is degrading it's standards and services day by day. This is the worst product I ever purchased. I got this laptop in exchange of my old Dell laptop which I was using for 7 years now. In comparison, my old laptop worked 80% better than this one! Everytime I click on Chrome/Microsoft Edge, it doesn't respond and crashes. I am not at all able to work and all these JUST ON THE SECOND DAY! Disastrous! I want to exchange this product for new and completely working laptop. Total waste of money."
1,"I recently purchased Dell laptop, the performance was really worst and the product is not up to the mark of Dell. I've been using Dell laptops for more than 8 years now and didn't see such worst product. very slow and while opening a application or browser it take too long to open. I never recommend this product. not worth the money spent."
1,This is the most pathetic and annoying laptop I have ever purchased and experienced. You would want to hit it on the wall for being so slow. I started my own law practice and purchased this laptop with all the  excitement and the moment I started working on it shattered into the pieces. I made a complaint to Amazon and they replaced the laptop however the replaced one is one step ahead in being slow to the previous one. Again I have made a complaint for the replaced product.
1,"The battery life is poor. Also often after going into the sleep mode, it takes 15-20 mins to starting. Sometimes online meeting completes but the laptop don't start.Really horrible experience. I have visited service centre as well, but they told that Warranty do not include software.To make this laptop work normally, u have to increase RAM or change HDD to SSD which will cost min. 6-7k.Plz be careful during the purchase of this product.Since day 1 of purchase, I have tried to get the service from Amazon as well, but no service representative supported, the reason was lockdown. Surprise....they can deliver product but cannot provide service.Plz don't purchase."
1,"THE LAPTOP KEEPS HANGING EVERY 5 MINUTES. I BOUGHT THIS FOR MY SON FOR HIS ONLINE CLASSES BUT TOTALLY USELESS. DELL CUSTOMER CARE ARE PATHETIC ASSES. THEY HAVE NO SENSE OF BASIC CURTESEY. AMAZON IS ONLY TRYING TO WASH ITS HANDS OF EVERYTIME YOU SPEAK TO THEM . I HAVE LOST ALL MY FAITH IN AMAZON . I WILL NEVER BUY ANY ELECTRONIC ITEMS FROM THEM EVER , EVEN IF I HAVE TO PAY MORE OR TRAVEL 100 KMS TO GET THE SAME  . THESE ARE JUST BIG NAMES DELL AND AMAZON . WE TEND TO HAVE SO MUCH TRUST IN THEM BUT WE NEED TO UNDERSTAND THAT THESE GUYS ARE UN-ETHICAL AND ONLY HERE TO CHEAT YOU . . PLEASE PLEASE DO NOT BUY ANY DELL PRODUCT .  SUPPORT THE SMALL BUSINESS MAN WHO WILL GO OUT OF HIS WAY TO GIVE YOU THE BEST CUSTOMER CARE . THESE GUYS ARE JUST CORPORATE DOLLS WHO WORK WITHOUT ANY EMOTIONS. I GOT CARRIED AWAY AS THIS WAS AN AMAZON RECOMENDED PRODUCT ."
3,Delivery was good but windows 10 is to heavy and it makes this laptop slow even opening a world document takes time and it's quite frustrating it should have SSD on which the OS and other software should be loaded and 1 TB harddisk should be seperate. I am disappointed with performance
5,Order was delivered on time good performance
1,"It is dead slow, booting taking 10 mins, for opening a folder also it take time and keep on hanging. I am working with Excel and browser when i switch windows it strucks , Even Govt Free laptop works faster then this, This is worst model of dell, it looks Amazon also tied with this worst model , now I feel why exchanged my old laptop it was faster 10 times compare with this muck Laptop"
3,Please note a per Dell support team there is no LED indicator light on the power on switch which allows one to understand Power ON state of the laptop. There no proper clarity given in product details. The Laptop is very slow. Be careful if you intend to purchase. This product is not even average.
4,As described :1. Windows 10 home : preloaded and pre-activated2. MS Office is 30 days trial only. One need to activate it manually. Afterwards it will be activated and licensed lifetime.3. McAfee antivirus is also licensed valid for 15 months.4. Dropbox is provided with 20GBOuter body is of silver colour.Keyboard and screen border is of black colour.Keyboard keys are soft.Touch pad is also good.Weight is bit high.Sound quality is good.Display is good.
1,"This laptop is too too slow. It takes about 5 minutes to open a simple 1-2 mb pdf file. Contacted Dell Customer Care, they advised me to install addtional RAM and SSD ! Why are they selling such a useless laptop? For selling additional accessories?? This laptop can't work with its factory installed hardware ! You will have to instalp additional RAM and SSD !"
1,"I have purchased it for my office use which includes just outlook and 2-3 excel spreadsheet.  But even it consists of 4gb ram,  it is too slow. Takes very long time to start, and gets hanged very frequently.  Processor speed of 1.2 ghz don't support windows 10. At least 2ghz is required for windows 10. So in nutshell,  it's waste of money ."
1,Friends i want to let you know that don't purchase this product as the performance is extremely slow. To open any application it takes 1 minute to open and 90% it will stuck. The speed is like i am using Intel Pentium iv processor. In Google Chrome i browsed YouTube and you will be shocked to know music starts first and after 30 second video play and extreme lagging.
2,"Just a vostro laptop in 14', only top and bottom skin is changed to silver.Very slow, getting hang even in opening a website,Good thing is it has MS Office. And display is good.In Dell website only 15' available with i3 and that is votro only no inspiron. Inspiron are only available with i5 nad i7. So i3 Inspiron is low grade vostro for online sale only.But overall, very poor performance, too slow."
1,Dear viewers please don't buy this system I am suffering from performance issue. When ever i am trying to open system it is taking 1 minutes to open a windows and the system always slow and I am not even work properly with this system I am trying to get support fro. Amazon and dell no response  now I am suffering a lot hence please stay away from this product.
1,"Friends, this laptop is dead slow. Just to load windows and start, it takes minutes together.I would have returned it but I could not use it due to Diwali festival season and by the time I realized the fault, the return period was over. Don't buy this at all from Dell, go for a better one which would cost around 40K."
2,"Didn't recommend anyone to choose this product,  because you can get much better laptop in the same range. I buy this for my online classes but it got too much heated in just 1 hour and got hang after using it more than 2 hours,  make me not able to use. If you want to take online classes of more than 3-4 hours,  than you shouldn't buy this."
4,Guys initially the Laptop May seem little slow... but try to get the best settings and install a 4/8 GB RAM. The Laptop will be superfast
4,"Tecno spark 7 is best mobile ,this price renge ,awesome performance ,,and look like very good  Thnku techno ....."
4,In this range this phone is very good.
5,I receive today so looking good I using some day after written any author
